Gene1	Gene2	interaction	Annotation	Regulation	TRRUST_Annotation	TRRUST_Direction	TRRUST_Score
GAD1	RAB3A	->	complex (Complex interaction)	Activation			
GAD1	RIMS1	->	catalyze; complex; input	Activation			
GAS8	KIF3A	->	reaction (Complex interaction)	Activation			
GATA2	ABL1	->	expression regulated by (Swapped)	Activation			
GATA2	ADH1A	->			Activation	->	1.0
GATA2	AR	->			Activation	->	1.0
GATA2	BEND3	->	expression regulated by (Swapped)	Activation			
GATA2	BTG2	->	expression regulated by (Swapped)	Activation			
GATA2	CLU	->	expression regulated by (Swapped)	Activation			
GATA2	CYBB	-|			Repression	-|	1.0
GATA2	DKK1	->	expression regulated by (Swapped)	Activation			
GATA2	EDN1	->	expression regulated by (Swapped)	Activation			
GATA2	EGFL7	->	expression regulated by (Swapped)	Activation			
GATA2	EGR1	->	expression regulated by (Swapped)	Activation			
GATA2	EPO	-|			Repression	-|	1.0
GATA2	ERBB3	->	expression regulated by (Swapped)	Activation			
GATA2	ERVW-1	->			Activation	->	1.0
GATA2	ETV4	->	expression regulated by (Swapped)	Activation			
GATA2	FAXDC2	->	expression regulated by (Swapped)	Activation			
GATA2	FCER1A	->			Activation	->	1.0
GATA2	FLI1	->	complex; expression regulated by; input (Swapped)	Activation			
GATA2	FN1	->	expression regulated by (Swapped)	Activation			
GATA2	GATA1	->			Activation	->	1.0
GATA2	GATA6	->	expression regulates	Activation			
GATA2	ITGA2	->	expression regulates	Activation			
GATA2	JUN	->	complex; input; reaction (Complex interaction)	Activation			
GATA2	JUP	->	expression regulates	Activation			
GATA2	LEF1	->	reaction (Complex interaction)	Activation			
GATA2	LMO2	->	complex (Complex interaction)	Activation			
GATA2	LPAR1	->	expression regulates	Activation			
GATA2	MMD	->	expression regulates	Activation			
GATA2	MS4A2	->			Activation	->	1.0
GATA2	MYC	->	expression regulates	Activation			
GATA2	MYCT1	->	expression regulates	Activation			
GATA2	NOS3	->			Activation	->	1.0
GATA2	NR3C1	->	expression regulates	Activation			
GATA2	PECAM1	->	expression regulates	Activation			
GATA2	PKIG	->	expression regulates	Activation			
GATA2	PPARG	-|			Repression	-|	1.0
GATA2	PPM1F	->	expression regulates	Activation			
GATA2	PRG2	-|			Repression	-|	1.0
GATA2	RHOJ	->	expression regulates	Activation			
GATA2	S1PR1	->	expression regulates	Activation			
GATA2	SEMA3A	->	expression regulates	Activation			
GATA2	SERPINE1	->	expression regulates	Activation			
GATA2	SLC40A1	->	expression regulates	Activation			
GATA2	SMAD7	->	expression regulates	Activation			
GATA2	SOCS2	->	expression regulates	Activation			
GATA2	SPI1	-|			Repression	-|	1.0
GATA2	TLR4	->	expression regulates	Activation			
GATA2	TNFRSF1A	->	expression regulates	Activation			
GATA2	WT1	->			Activation	->	1.0
GATA2	ZEB1	->	expression regulates	Activation			
GATA3	CD40LG	->			Activation	->	1.0
GATA3	CD8A	->			Activation	->	1.0
GATA3	CDH1	->			Activation	->	1.0
GATA3	CDH3	-|			Repression	-|	1.0
GATA3	CDX2	->			Activation	->	1.0
GATA3	CHST4	->			Activation	->	1.0
GATA3	CXCL1	-|			Repression	-|	1.0
GATA3	EDN1	->	expression regulated by (Swapped)	Activation			
GATA3	EPO	-|			Repression	-|	1.0
GATA3	ERG	->			Activation	->	1.0
GATA3	ERVW-1	->			Activation	->	1.0
GATA3	FOXC1	-|			Repression	-|	1.0
GATA3	FOXC2	-|			Repression	-|	1.0
GATA3	HSD17B1	-|			Repression	-|	1.0
GATA3	IL12RB2	-|			Repression	-|	1.0
GATA3	IL5	->			Activation	->	1.0
GATA3	KRT18	->	expression regulates	Activation			
GATA3	KRT19	->	expression regulates	Activation			
GATA3	LMO2	->	complex (Complex interaction)	Activation			
GATA3	LOX	-|			Repression	-|	1.0
GATA3	MUC1	->			Activation	->	1.0
GATA3	NR3C1	->	activate; inhibited by (Source activates Target)	Activation			
GATA3	PAEP	->			Activation	->	1.0
GATA3	SMAD3	->	complex; input (Complex interaction)	Activation			
GATA3	STAT4	-|			Repression	-|	1.0
GATA3	TEK	->			Activation	->	1.0
GATA3	TLE3	->	complex; input (Complex interaction)	Activation			
GATA3	ZEB1	->			Activation	->	1.0
GATA6	CAV1	-|			Repression	-|	1.0
GATA6	CYP11A1	->			Activation	->	1.0
GATA6	CYP17A1	->			Activation	->	1.0
GATA6	DAB2	->			Activation	->	1.0
GATA6	HEY1	->	complex; input (Complex interaction)	Activation			
GATA6	PLAU	-|			Repression	-|	1.0
GATA6	SULT2A1	->			Activation	->	1.0
GFI1	BAX	-|			Repression	-|	1.0
GFI1	CYP27B1	-|			Repression	-|	1.0
GFI1	MYC	->	complex; input (Complex interaction)	Activation			
GFRA1	CDH1	->	activated by (Swapped)	Activation			
GFRA1	GRB7	->	complex; input (Complex interaction)	Activation			
GFRA1	IRS1	->	complex; input (Complex interaction)	Activation			
GFRA1	PLCG1	->	complex; input (Complex interaction)	Activation			
GFRA1	RAP1GAP	->	complex; input (Complex interaction)	Activation			
GFRA1	SHC3	->	complex; input (Complex interaction)	Activation			
GLCE	AGRN	->	catalyzed by (Swapped)	Activation			
GLCE	GPC1	->	catalyze	Activation			
GLCE	GPC6	->	catalyze	Activation			
GLCE	HSPG2	->	catalyze	Activation			
GLCE	SDC2	->	catalyze	Activation			
GLCE	SDC3	->	catalyze	Activation			
GLI2	BCL2	->			Activation	->	1.0
GLI2	CDH1	-|			Repression	-|	1.0
GLI2	FAS	-|			Repression	-|	1.0
GLI2	FOXA2	->	expression regulated by (Swapped)	Activation			
GLI2	FOXF1	->			Activation	->	1.0
GLI2	FST	->			Activation	->	1.0
GLI2	H2AFX	-|			Repression	-|	1.0
GLI2	IFITM5	->			Activation	->	1.0
GLI2	MUC5AC	->			Activation	->	1.0
GLI2	PDGFRA	->			Activation	->	1.0
GLI2	SOCS1	->			Activation	->	1.0
GLI2	TNFRSF10B	-|			Repression	-|	1.0
GLI2	WNT2B	->			Activation	->	1.0
GLI2	WNT7B	->	GErel: expression	Activation			
GLI2	WNT8B	->	GErel: expression	Activation			
GNA15	DNM1	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
GNA15	GPR17	->	complex; input (Complex interaction)	Activation			
GNA15	GPR68	->	complex; input (Complex interaction)	Activation			
GNA15	KISS1	->	complex; input (Complex interaction)	Activation			
GNA15	LPAR1	->	complex; input (Complex interaction)	Activation			
GNA15	LPAR4	->	complex; input (Complex interaction)	Activation			
GNA15	LPAR5	->	complex; input (Complex interaction)	Activation			
GNA15	NMB	->	complex; input (Complex interaction)	Activation			
GNA15	P2RY6	->	complex; input (Complex interaction)	Activation			
GNA15	PLCG1	->	activate; catalyze	Activation			
GNA15	RGS4	->	complex; input (Complex interaction)	Activation			
GNA15	RGS5	->	complex; input (Complex interaction)	Activation			
GNA15	S1PR2	->	complex; input (Complex interaction)	Activation			
GNA15	SAA1	->	complex; input (Complex interaction)	Activation			
GNA15	SLC9A3R1	->	complex; input (Complex interaction)	Activation			
GNA15	TAC3	->	complex; input (Complex interaction)	Activation			
GPC1	CAV1	->	PPrel: activated, indirect effect (Swapped)	Activation			
GPC1	LAMA1	->	complex; input (Complex interaction)	Activation			
GPC1	PRNP	->	complex; input (Complex interaction)	Activation			
GPC1	PSG1	->	complex; input (Complex interaction)	Activation			
GPC1	VEGFA	->	complex; input (Complex interaction)	Activation			
GPR37	PSAP	->	complex; input (Complex interaction)	Activation			
GPSM3	ADORA1	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	ANXA1	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	C3AR1	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	CCR1	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	CXCL16	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	CXCR4	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	GPER1	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	GPR17	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	GPR37	-|	inhibited by (Target inhibits Source)	Inhibition			
GPSM3	HCAR1	-|	inhibite	Inhibition			
GPSM3	HTR1D	-|	inhibite	Inhibition			
GPSM3	LPAR1	-|	inhibite	Inhibition			
GPSM3	LPAR2	-|	inhibite	Inhibition			
GPSM3	LPAR5	-|	inhibite	Inhibition			
GPSM3	NPY1R	-|	inhibite	Inhibition			
GPSM3	PSAP	-|	inhibite	Inhibition			
GPSM3	S1PR2	-|	inhibite	Inhibition			
GPSM3	SAA1	-|	inhibite	Inhibition			
GPSM3	SSTR1	-|	inhibite	Inhibition			
GPSM3	SSTR2	-|	inhibite	Inhibition			
GPSM3	TAS2R1	-|	inhibite	Inhibition			
GRB14	SGK1	->	activate	Activation			
GRB7	KITLG	->	complex; input (Complex interaction)	Activation			
GRB7	NRG2	->	complex; input (Complex interaction)	Activation			
GRB7	PDGFA	->	complex; input (Complex interaction)	Activation			
GRB7	PDGFB	->	complex; input (Complex interaction)	Activation			
GRIK4	GRIN2A	->	complex (Complex interaction)	Activation			
GRIK4	RHOJ	->	catalyze	Activation			
GRIN2A	PDLIM5	->	complex; input (Complex interaction)	Activation			
GRIN2A	RHOJ	->	catalyze	Activation			
GRIN2A	SIPA1L1	->	complex; input (Complex interaction)	Activation			
GRIP1	MEF2C	->	activate; reaction	Activation			
GRIP1	NFATC1	->	reaction (Complex interaction)	Activation			
GRIP1	NR3C1	->	activate	Activation			
GSN	BID	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
GSN	MPP1	->	complex (Complex interaction)	Activation			
GSN	MSN	->	complex (Complex interaction)	Activation			
GSN	MYO7A	->	complex (Complex interaction)	Activation			
HEY1	ACTA2	-|			Repression	-|	1.0
HEY1	BMP2	-|			Repression	-|	1.0
HEY1	CEACAM1	->	expression regulated by (Swapped)	Activation			
HEY1	GATA4	-|			Repression	-|	1.0
HEY1	GATA6	-|			Repression	-|	1.0
HEY1	KDR	-|			Repression	-|	1.0
HEY1	MYC	->	GErel: expression	Activation			
HEY1	OCLN	->			Activation	->	1.0
HEY1	PROX1	-|			Repression	-|	1.0
HEY1	ZNF175	->	expression regulates	Activation			
HHIP	IHH	-|	PPrel: inhibition; complex; input	Inhibition			
HIP1	HIP1R	->	complex; input (Complex interaction)	Activation			
HIP1	IGF2R	->	complex; input (Complex interaction)	Activation			
HIP1	ITSN1	->	complex; input (Complex interaction)	Activation			
HIP1	KIAA0319	->	complex; input (Complex interaction)	Activation			
HIP1	REPS2	->	complex; input (Complex interaction)	Activation			
HIP1	SCARB2	->	complex; input (Complex interaction)	Activation			
HIP1	SH3KBP1	->	complex; input (Complex interaction)	Activation			
HIP1	STAM	->	complex; input (Complex interaction)	Activation			
HIP1	SYNJ1	->	complex; input (Complex interaction)	Activation			
HIP1	SYNJ2	->	complex; input (Complex interaction)	Activation			
HIP1	SYT2	->	complex; input (Complex interaction)	Activation			
HIP1	TGFA	->	complex; input (Complex interaction)	Activation			
HIP1R	IGF2R	->	complex; input (Complex interaction)	Activation			
HIP1R	ITSN1	->	complex; input (Complex interaction)	Activation			
HIP1R	KIAA0319	->	complex; input (Complex interaction)	Activation			
HIP1R	REPS2	->	complex; input (Complex interaction)	Activation			
HIP1R	SCARB2	->	complex; input (Complex interaction)	Activation			
HIP1R	SH3KBP1	->	complex; input (Complex interaction)	Activation			
HIP1R	STAM	->	complex; input (Complex interaction)	Activation			
HIP1R	SYNJ1	->	complex; input (Complex interaction)	Activation			
HIP1R	SYNJ2	->	complex; input (Complex interaction)	Activation			
HIP1R	SYT2	->	complex; input (Complex interaction)	Activation			
HIP1R	TGFA	->	complex; input (Complex interaction)	Activation			
HIPK2	CDKN1A	->			Activation	->	1.0
HIPK2	HIF1A	-|			Repression	-|	1.0
HIPK2	MEF2C	-|			Repression	-|	1.0
HIPK2	NOX1	-|			Repression	-|	1.0
HIPK2	VEGFA	-|			Repression	-|	1.0
HIPK2	VIM	-|			Repression	-|	1.0
HLA-A	HLA-B	->	input (Input/Compound interaction)	Activation			
HLA-A	HLA-F	->	input (Input/Compound interaction)	Activation			
HLA-A	HLA-G	->	input (Input/Compound interaction)	Activation			
HLA-A	JUN	->	activate	Activation			
HLA-A	LNPEP	->	complex (Complex interaction)	Activation			
HLA-A	PAG1	->	activate	Activation			
HLA-A	PTPN6	->	activate	Activation			
HLA-A	TAP1	->	complex; input (Complex interaction)	Activation			
HLA-B	HLA-F	->	input (Input/Compound interaction)	Activation			
HLA-B	HLA-G	->	input (Input/Compound interaction)	Activation			
HLA-B	LNPEP	->	complex (Complex interaction)	Activation			
HLA-B	TAP1	->	complex; input (Complex interaction)	Activation			
HLA-DMA	HLA-DMB	->	complex (Complex interaction)	Activation			
HLA-DMA	HLA-DOA	->	complex (Complex interaction)	Activation			
HLA-DMA	HLA-DPA1	->	complex; input (Complex interaction)	Activation			
HLA-DMA	HLA-DPB1	->	complex; input (Complex interaction)	Activation			
HLA-DMA	HLA-DRA	->	complex; input (Complex interaction)	Activation			
HLA-DMA	HLA-DRB1	->	complex; input (Complex interaction)	Activation			
HLA-DMA	HLA-DRB5	->	complex; input (Complex interaction)	Activation			
HLA-DMB	CD74	->	PPrel: activated by; PPrel: binding/association; input (Swapped)	Activation			
HLA-DMB	HLA-DOA	->	complex (Complex interaction)	Activation			
HLA-DMB	HLA-DPA1	->	complex; input (Complex interaction)	Activation			
HLA-DMB	HLA-DPB1	->	complex; input (Complex interaction)	Activation			
HLA-DMB	HLA-DRA	->	complex; input (Complex interaction)	Activation			
HLA-DMB	HLA-DRB1	->	complex; input (Complex interaction)	Activation			
HLA-DMB	HLA-DRB5	->	complex; input (Complex interaction)	Activation			
HLA-DOA	CD74	->	PPrel: activated by; PPrel: binding/association; input (Swapped)	Activation			
HLA-DOA	HLA-DPA1	->	complex; input (Complex interaction)	Activation			
HLA-DOA	HLA-DPB1	->	complex; input (Complex interaction)	Activation			
HLA-DOA	HLA-DRA	->	complex; input (Complex interaction)	Activation			
HLA-DOA	HLA-DRB1	->	complex; input (Complex interaction)	Activation			
HLA-DOA	HLA-DRB5	->	complex; input (Complex interaction)	Activation			
HLA-DPA1	CD74	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
HLA-DPA1	HLA-DPB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DPA1	HLA-DRA	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DPA1	HLA-DRB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DPA1	HLA-DRB5	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DPA1	KIF3A	->	input (Input/Compound interaction)	Activation			
HLA-DPA1	PLCG1	->	catalyze	Activation			
HLA-DPB1	CD74	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
HLA-DPB1	HLA-DPA1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DPB1	HLA-DRA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DPB1	HLA-DRB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DPB1	HLA-DRB5	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DPB1	KIF3A	->	input (Input/Compound interaction)	Activation			
HLA-DPB1	PLCG1	->	catalyze	Activation			
HLA-DRA	CBL	->	activated by; complex; input (Swapped)	Activation			
HLA-DRA	CD74	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
HLA-DRA	HLA-DPA1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DRA	HLA-DPB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRA	HLA-DRB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRA	HLA-DRB5	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRA	KIF3A	->	input (Input/Compound interaction)	Activation			
HLA-DRA	PAG1	->	activate; catalyzed by (Bidirectional Activation)	Activation			
HLA-DRA	PLCG1	->	catalyze	Activation			
HLA-DRA	PTPN6	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation			
HLA-DRA	STAT4	->	reaction (Complex interaction)	Activation			
HLA-DRB1	CBL	->	activated by; complex; input (Swapped)	Activation			
HLA-DRB1	CD74	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
HLA-DRB1	HLA-DPA1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRB1	HLA-DPB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DRB1	HLA-DRA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRB1	HLA-DRB5	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DRB1	KIF3A	->	input (Input/Compound interaction)	Activation			
HLA-DRB1	PAG1	->	activate; catalyzed by (Bidirectional Activation)	Activation			
HLA-DRB1	PLCG1	->	catalyze	Activation			
HLA-DRB1	PTPN6	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation			
HLA-DRB1	STAT4	->	reaction (Complex interaction)	Activation			
HLA-DRB5	CD74	->	PPrel: activated by; PPrel: binding/association; complex; input (Swapped)	Activation			
HLA-DRB5	HLA-DPA1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRB5	HLA-DPB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DRB5	HLA-DRA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
HLA-DRB5	HLA-DRB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
HLA-DRB5	KIF3A	->	input (Input/Compound interaction)	Activation			
HLA-DRB5	PLCG1	->	catalyze	Activation			
HLA-F	HLA-G	->	input (Input/Compound interaction)	Activation			
HLA-F	LNPEP	->	complex (Complex interaction)	Activation			
HLA-F	TAP1	->	complex; input (Complex interaction)	Activation			
HLA-G	LNPEP	->	complex (Complex interaction)	Activation			
HLA-G	TAP1	->	complex; input (Complex interaction)	Activation			
HMGA1	BRCA1	-|			Repression	-|	1.0
HMGA1	CD44	->			Activation	->	1.0
HMGA1	CDC25A	->			Activation	->	1.0
HMGA1	CDH1	-|			Repression	-|	1.0
HMGA1	HMGA2	->	complex; input (Complex interaction)	Activation			
HMGA1	INSR	->			Activation	->	1.0
HMGA1	KL	->			Activation	->	1.0
HMGA1	NUP210	->	complex; input (Complex interaction)	Activation			
HMGA1	POU1F1	->			Activation	->	1.0
HMGA1	PTGS2	->			Activation	->	1.0
HMGA1	SLC2A3	->			Activation	->	1.0
HMGA1	TWIST1	->			Activation	->	1.0
HMGA1	XPA	-|			Repression	-|	1.0
HMGA2	CDH1	->			Activation	->	1.0
HMGA2	COL11A2	->			Activation	->	1.0
HMGA2	POU1F1	->			Activation	->	1.0
HMGB2	GFI1B	->			Activation	->	1.0
HMGB2	TNF	->			Activation	->	1.0
HS3ST5	AGRN	->	catalyzed by (Swapped)	Activation			
HS3ST5	GPC1	->	catalyzed by (Swapped)	Activation			
HS3ST5	GPC6	->	catalyzed by (Swapped)	Activation			
HS3ST5	HSPG2	->	catalyze	Activation			
HS3ST5	SDC2	->	catalyze	Activation			
HS3ST5	SDC3	->	catalyze	Activation			
HSPG2	DAG1	->	PPrel: activated by; complex; input (Swapped)	Activation			
HSPG2	ITGA2	->	PPrel: activation; complex; input	Activation			
HSPG2	KDR	->	complex; input (Complex interaction)	Activation			
HSPG2	LAMA1	->	complex; input (Complex interaction)	Activation			
HSPG2	LAMA3	->	complex; input (Complex interaction)	Activation			
HSPG2	LAMA5	->	complex; input (Complex interaction)	Activation			
HSPG2	LAMB2	->	complex; input (Complex interaction)	Activation			
HSPG2	LAMC2	->	complex; input (Complex interaction)	Activation			
HSPG2	NID2	->	complex; input (Complex interaction)	Activation			
HSPG2	PDGFA	->	complex; input (Complex interaction)	Activation			
HSPG2	PDGFB	->	complex; input (Complex interaction)	Activation			
