source	target	interaction	Annotation	Regulation
NR1D1	PER2	->	activate; inhibited by; reaction (Source activates Target)	Activation
PER2	NR1D1	-|	activate; inhibited by; reaction (Target inhibits Source)	Inhibition
PPARG	NR1D1	->	expression regulated by (Swapped)	Activation
PPARGC1A	NR1D1	->	activated by; inhibit (Target activates Source)	Activation
NR1D1	PPARGC1A	-|	activated by; inhibit (Source inhibits Target)	Inhibition
TCF7L2	NR1D1	->	expression regulated by (Swapped)	Activation
NR3C1	NR3C2	->	input (Input/Compound interaction)	Activation
NR4A1	NR3C1	->	activated by; expression regulates; inhibit (Swapped)	Activation
PBX1	NR3C1	->	activated by; inhibit (Target activates Source)	Activation
NR3C1	PBX1	-|	activated by; inhibit (Source inhibits Target)	Inhibition
PPARGC1A	NR3C1	->	activated by; inhibit (Target activates Source)	Activation
NR3C1	PPARGC1A	-|	activated by; inhibit (Source inhibits Target)	Inhibition
NR3C1	RAPGEF3	->	expression regulates	Activation
NR3C1	RHOB	->	expression regulates	Activation
NR3C1	SMAD3	->	activated by; complex; expression regulates; input; reaction (Bidirectional Activation)	Activation
SMAD3	NR3C1	->	activated by; complex; expression regulates; input; reaction (Bidirectional Activation)	Activation
NR3C1	TNFRSF1A	->	expression regulates	Activation
NR3C1	TNS4	->	expression regulates	Activation
NR3C1	TXNRD1	->	expression regulates	Activation
NR3C2	SCNN1A	->	GErel: expression	Activation
NR3C2	SGK1	->	GErel: expression	Activation
TCF7L2	NR4A1	->	expression regulated by (Swapped)	Activation
TFAP2C	NR4A1	->	expression regulated by (Swapped)	Activation
NRCAM	SCN5A	->	complex; input (Complex interaction)	Activation
NRCAM	SPTB	->	complex (Complex interaction)	Activation
NRCAM	SPTBN5	->	complex (Complex interaction)	Activation
NRG2	RNF41	->	complex; input (Complex interaction)	Activation
TNFRSF1A	NRK	->	activated by (Swapped)	Activation
NRXN3	SHANK2	->	complex; input (Complex interaction)	Activation
NRXN3	SYT12	->	complex; input (Complex interaction)	Activation
NRXN3	SYT2	->	complex; input (Complex interaction)	Activation
PDGFA	NTRK2	->	PPrel: activated by (Swapped)	Activation
PDGFB	NTRK2	->	PPrel: activated by (Swapped)	Activation
PDGFD	NTRK2	->	PPrel: activated by (Swapped)	Activation
PGF	NTRK2	->	PPrel: activated by; interaction (Swapped)	Activation
NTRK2	PLCG1	->	PPrel: activation; complex; input; interaction	Activation
NTRK2	SHC3	->	PPrel: activation; PPrel: activation, phosphorylation; activate; interaction	Activation
TGFA	NTRK2	->	PPrel: activated by (Swapped)	Activation
VEGFA	NTRK2	->	PPrel: activated by (Swapped)	Activation
NUP210	THOC6	->	activate; input	Activation
OCLN	PARD6A	->	complex (Complex interaction)	Activation
PPP2R2C	OCLN	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition
OCLN	TGFBR3	->	input (Input/Compound interaction)	Activation
PPARG	OLR1	->	GErel: expression by (Swapped)	Activation
PDGFB	PAG1	->	activated by (Swapped)	Activation
TGFA	PAG1	->	catalyzed by (Swapped)	Activation
PARD6A	PAK2	->	activated by (Swapped)	Activation
PAK2	PLCG1	->	complex; input (Complex interaction)	Activation
PAK2	PLXNA1	->	complex; input (Complex interaction)	Activation
PAK2	PLXNA4	->	complex; input (Complex interaction)	Activation
PAK2	RAC3	->	PPrel: activated by; PPrel: activation; complex; input (Bidirectional Activation)	Activation
RAC3	PAK2	->	PPrel: activated by; PPrel: activation; complex; input (Bidirectional Activation)	Activation
ROBO1	PAK2	->	PPrel: activated by (Swapped)	Activation
PAK2	SEMA3A	->	complex; input (Complex interaction)	Activation
PAK2	VEGFA	->	complex; input (Complex interaction)	Activation
PAK6	RAC3	->	PPrel: activated by; PPrel: activation (Bidirectional Activation)	Activation
RAC3	PAK6	->	PPrel: activated by; PPrel: activation (Bidirectional Activation)	Activation
PAK6	RHOD	->	complex; input (Complex interaction)	Activation
ROBO1	PAK6	->	PPrel: activated by (Swapped)	Activation
PARD6A	PRICKLE1	->	catalyze	Activation
RAC3	PARD6A	->	PPrel: activated by (Swapped)	Activation
PARD6A	RHOU	->	complex; input (Complex interaction)	Activation
PARD6A	TGFBR3	->	input (Input/Compound interaction)	Activation
PBX3	POU2F2	->	expression regulates	Activation
PCDH1	PCDH7	->	input (Input/Compound interaction)	Activation
PCDH1	PCDH9	->	input (Input/Compound interaction)	Activation
PCDH7	PCDH9	->	input (Input/Compound interaction)	Activation
PCSK9	VLDLR	->	complex; input (Complex interaction)	Activation
PDGFA	PDGFB	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
PDGFB	PDGFA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
PDGFA	PLCG1	->	complex; input (Complex interaction)	Activation
PDGFA	THBS2	->	complex; input (Complex interaction)	Activation
PDGFB	PLCG1	->	complex; input (Complex interaction)	Activation
PDGFB	S1PR1	->	complex; input (Complex interaction)	Activation
PDGFB	SLC9A3R1	->	complex; input (Complex interaction)	Activation
PDGFB	SLC9A3R2	->	complex; input (Complex interaction)	Activation
PDGFB	THBS2	->	complex; input (Complex interaction)	Activation
PLAT	PDGFD	->	catalyzed by (Swapped)	Activation
PDLIM5	SIPA1L1	->	complex; input (Complex interaction)	Activation
PECAM1	PLCG1	->	complex; input (Complex interaction)	Activation
PECAM1	PTPN6	->	complex; input (Complex interaction)	Activation
PGF	PLCG1	->	activate	Activation
PGF	VEGFA	->	complex (Complex interaction)	Activation
PIP4K2C	PLCD4	->	ECrel: compound (Input/Compound interaction)	Activation
PIP4K2C	PLCE1	->	ECrel: compound (Input/Compound interaction)	Activation
PIP4K2C	PLCG1	->	ECrel: compound (Input/Compound interaction)	Activation
PIP4K2C	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation
PIP4K2C	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation
SMAD3	PITX2	->	GErel: expression by (Swapped)	Activation
PLCG1	PLA2G4A	->	PPrel: compound, activated (Swapped)	Activation
PRKCG	PLA2G4A	->	PCrel: activated by; PPrel: compound; catalyzed by (Swapped)	Activation
RASGRP1	PLA2G4A	->	PPrel: activated, indirect effect (Swapped)	Activation
RASGRP2	PLA2G4A	->	PPrel: activated, indirect effect (Swapped)	Activation
PLCG1	PLA2G4D	->	PPrel: compound, activated (Swapped)	Activation
PRKCG	PLA2G4D	->	PCrel: activated by; PPrel: compound (Swapped)	Activation
RASGRP1	PLA2G4D	->	PPrel: activated, indirect effect (Swapped)	Activation
RASGRP2	PLA2G4D	->	PPrel: activated, indirect effect (Swapped)	Activation
PRKCG	PLA2G6	->	PPrel: activated by (Swapped)	Activation
SERPINE1	PLAU	->	catalyzed by; complex; input (Swapped)	Activation
VLDLR	PLAU	->	activated by (Swapped)	Activation
PLAU	VTN	->	complex; input (Complex interaction)	Activation
PLCD4	PRKCG	->	PPrel: compound (Input/Compound interaction)	Activation
PLCD4	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation
PLCD4	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation
PLCE1	PRKCG	->	PPrel: compound (Input/Compound interaction)	Activation
PLCE1	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation
PLCE1	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation
PLCG1	PPP3CC	->	ECrel: compound; PPrel: compound, activation	Activation
PLCG1	PRKCG	->	ECrel: activation; ECrel: compound; PPrel: activation, indirect effect; PPrel: compound; PPrel: compound, activation; catalyze	Activation
PLCG1	PTN	->	complex; input (Complex interaction)	Activation
PLCG1	RASGRP1	->	PPrel: compound (Input/Compound interaction)	Activation
S1PR1	PLCG1	->	activated by (Swapped)	Activation
SDC2	PLCG1	->	activated by (Swapped)	Activation
PLCG1	SHC3	->	complex; input (Complex interaction)	Activation
PLCG1	STAT4	->	complex; input (Complex interaction)	Activation
PLCG1	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation
PLCG1	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation
PLCG1	TGFA	->	complex; input (Complex interaction)	Activation
USP18	PLCG1	->	catalyzed by (Swapped)	Activation
VEGFA	PLCG1	->	activated by; complex; input (Swapped)	Activation
PRKCG	PLD1	->	PCrel: activated by; activated by; catalyzed by (Swapped)	Activation
PLOD1	PLOD2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
PLOD2	PLOD1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
PLXNA1	RAC3	->	PPrel: activation	Activation
PLXNA1	RHOD	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
PLXNA1	SEMA3A	->	complex; input (Complex interaction)	Activation
PLXNA4	RAC3	->	PPrel: activation	Activation
PLXNA4	RHOD	->	PPrel: binding/association (Binding/Association)	Activation
PLXNA4	SEMA3A	->	complex; input (Complex interaction)	Activation
SEMA7A	PLXNC1	->	PPrel: activated by; complex; input (Swapped)	Activation
PORCN	WNT7B	->	PPrel: activation; catalyze	Activation
PORCN	WNT8B	->	PPrel: activation	Activation
POU2F2	SP140	->	expression regulates	Activation
POU2F2	TET2	->	expression regulates	Activation
POU2F2	TLR6	->	expression regulates	Activation
ZEB1	POU2F2	->	expression regulated by (Swapped)	Activation
PPARG	PPARGC1A	->	complex; expression regulates; input	Activation
PPARG	PTHLH	->	expression regulates	Activation
PPARG	RARB	->	expression regulates	Activation
PPARG	SLC27A1	->	GErel: expression	Activation
PPARG	SMAD3	->	expression regulates	Activation
PPARG	SNAI2	->	activate; inhibited by (Source activates Target)	Activation
SNAI2	PPARG	-|	activate; inhibited by (Target inhibits Source)	Inhibition
PPARG	TNFRSF11B	->	expression regulates	Activation
TNFRSF1A	PPARG	->	activated by (Swapped)	Activation
PPARG	VEGFA	->	expression regulates	Activation
PPFIA2	PTPRS	->	complex; input (Complex interaction)	Activation
RAB3A	PPFIA2	->	catalyzed by; complex; input (Swapped)	Activation
PPFIA2	RIMS1	->	complex (Complex interaction)	Activation
UNC13B	PPFIA2	->	activated by; complex; input (Swapped)	Activation
PPFIBP2	PTPRS	->	complex; input (Complex interaction)	Activation
PPL	SPRR2D	->	complex; input (Complex interaction)	Activation
PPP3CC	SSH3	->	PPrel: activation	Activation
PRKCG	PRKG1	->	reaction (Complex interaction)	Activation
PRKCG	PTK2B	->	PPrel: activation, indirect effect; activate	Activation
SHC3	PRKCG	->	catalyzed by (Swapped)	Activation
PRKCG	SLC9A3R1	->	PPrel: activation, phosphorylation	Activation
STAT4	PRKCG	->	catalyzed by (Swapped)	Activation
PRKCG	TRPC3	-|	PPrel: inhibition	Inhibition
PRKCH	PRKG1	->	reaction (Complex interaction)	Activation
PRKCH	PTK2B	->	activate	Activation
PRKG1	RAP1GAP2	->	catalyze	Activation
PRKG1	TRPC3	->	reaction (Complex interaction)	Activation
PRNP	RYR3	->	PPrel: activation, indirect effect	Activation
PRSS3	TCN1	->	catalyze	Activation
PSG1	SDC2	->	complex; input (Complex interaction)	Activation
PSG1	SDC3	->	complex; input (Complex interaction)	Activation
RARB	PTHLH	->	expression regulated by (Swapped)	Activation
SMAD3	PTHLH	->	expression regulated by (Swapped)	Activation
PTK2B	RAC3	->	PPrel: activation	Activation
PTK2B	RHOU	->	complex; input (Complex interaction)	Activation
PTK2B	VEGFA	->	activated by; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
VEGFA	PTK2B	->	activated by; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
VTN	PTK2B	->	activated by (Swapped)	Activation
PTPN6	PTN	->	catalyzed by (Swapped)	Activation
PTN	SDC3	->	activate	Activation
PTPN3	SH3KBP1	->	catalyze	Activation
PTPN3	STAM	->	catalyze	Activation
PTPN3	TGFA	->	catalyze	Activation
PTPN6	SOCS3	-|	inhibite; reaction	Inhibition
PTPN6	VEGFA	->	activate	Activation
ZEB1	PTPN6	->	expression regulated by (Swapped)	Activation
RAB3A	RIMS1	->	PPrel: binding/association; catalyze; complex; input	Activation
RIMS2	RAB3A	->	PPrel: activated by (Swapped)	Activation
RAB3A	UNC13B	->	activated by; catalyze; complex; input (Bidirectional Activation)	Activation
UNC13B	RAB3A	->	activated by; catalyze; complex; input (Bidirectional Activation)	Activation
RAB9B	RHOBTB3	->	complex; input (Complex interaction)	Activation
RAC3	WASF3	->	PPrel: activation; PPrel: activation, indirect effect	Activation
RAP1GAP2	RAP1GAP	-|	inhibited by (Target inhibits Source)	Inhibition
RARB	THRB	->	complex (Complex interaction)	Activation
RASGRF2	RHOB	->	catalyze	Activation
REPS2	SYNJ1	->	complex; input (Complex interaction)	Activation
REPS2	SYNJ2	->	complex; input (Complex interaction)	Activation
REPS2	TGFA	->	complex (Complex interaction)	Activation
RGMB	SMAD6	->	activate; inhibited by (Source activates Target)	Activation
SMAD6	RGMB	-|	activate; inhibited by (Target inhibits Source)	Inhibition
RGMB	SMAD7	->	complex; input (Complex interaction)	Activation
RHOB	RHPN2	->	complex; input (Complex interaction)	Activation
SEMA4D	RHOB	->	catalyzed by (Swapped)	Activation
RIMS1	SYT2	->	complex; input (Complex interaction)	Activation
UNC13B	RIMS1	->	activated by; complex; input (Swapped)	Activation
RIPK2	SQSTM1	->	complex; input (Complex interaction)	Activation
RIPK2	STAT4	->	activate	Activation
TNFAIP3	RIPK2	->	PPrel: activated by; catalyzed by; input (Swapped)	Activation
ROBO3	ROBO1	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
ROBO1	SRGAP2	->	PPrel: activation; complex; input	Activation
USP33	ROBO1	->	catalyzed by (Swapped)	Activation
SARM1	TLR4	->	complex; input; reaction (Complex interaction)	Activation
SCARB2	SYNJ1	->	complex; input (Complex interaction)	Activation
SCARB2	SYNJ2	->	complex; input (Complex interaction)	Activation
SCN5A	SPTB	->	complex; input (Complex interaction)	Activation
SCN5A	SPTBN5	->	complex; input (Complex interaction)	Activation
SGK1	SCNN1A	->	catalyzed by (Swapped)	Activation
TSC22D3	SCNN1A	->	catalyzed by (Swapped)	Activation
SDC2	VTN	->	complex; input (Complex interaction)	Activation
SMAD3	SERPINE1	->	GErel: expression by (Swapped)	Activation
VLDLR	SERPINE1	->	activated by (Swapped)	Activation
SERPINE1	VTN	->	complex; input (Complex interaction)	Activation
SFRP1	SOST	->	reaction (Complex interaction)	Activation
SFRP1	WNT7B	-|	PPrel: inhibition	Inhibition
SFRP1	WNT8B	-|	PPrel: inhibition; inhibit	Inhibition
SGK1	TSC22D3	->	complex (Complex interaction)	Activation
SH3KBP1	SPRY1	->	complex; input (Complex interaction)	Activation
SH3KBP1	STAM	->	complex; input (Complex interaction)	Activation
SH3KBP1	SYNJ1	->	complex; input; reaction (Complex interaction)	Activation
SH3KBP1	SYNJ2	->	complex; input (Complex interaction)	Activation
SH3KBP1	TGFA	->	complex; input (Complex interaction)	Activation
SH3KBP1	VLDLR	->	complex; input (Complex interaction)	Activation
SHC3	STAT4	->	complex; input (Complex interaction)	Activation
SIGIRR	TLR1	-|	inhibite	Inhibition
SIGIRR	TLR4	-|	inhibite	Inhibition
SIGIRR	TLR6	-|	inhibit	Inhibition
TFAP2C	SKAP1	->	expression regulated by (Swapped)	Activation
SMAD6	SMAD3	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
SMAD7	SMAD3	-|	GErel: expression; PPrel: inhibited by; activate; inhibite; inhibited by; input (Target inhibits Source)	Inhibition
TCF7L2	SMAD3	->	expression regulated by (Swapped)	Activation
TGFB2	SMAD3	->	PPrel: activated, indirect effect (Swapped)	Activation
TGFB3	SMAD3	->	PPrel: activated, indirect effect (Swapped)	Activation
SMAD3	VEGFA	->	expression regulates	Activation
TCF7L2	SMAD6	->	expression regulated by (Swapped)	Activation
TGFB2	SMAD6	->	activated by (Swapped)	Activation
TNFRSF1A	SMPD1	->	activated by (Swapped)	Activation
TNFSF10	SMPD1	->	activated by (Swapped)	Activation
TNFRSF1A	SMPD3	->	activated by; complex; input (Swapped)	Activation
TCF7	SNAI2	->	GErel: expression by (Swapped)	Activation
TCF7L2	SNAI2	->	GErel: expression by (Swapped)	Activation
SOCS2	SOCS3	->	complex; input (Complex interaction)	Activation
STAT4	SOCS2	->	GErel: expression by (Swapped)	Activation
STAT4	SOCS3	->	GErel: expression by (Swapped)	Activation
SOST	WNT8B	-|	inhibite	Inhibition
SOX13	TCF7L2	->	complex; input (Complex interaction)	Activation
SOX4	TCF7L2	->	complex; input (Complex interaction)	Activation
ZEB1	SP140	->	expression regulated by (Swapped)	Activation
SPRY1	STAM	->	complex; input (Complex interaction)	Activation
TGFA	SPRY1	->	catalyzed by; complex; input (Swapped)	Activation
SQSTM1	TNFRSF1A	->	complex; input (Complex interaction)	Activation
STAM	SYNJ1	->	complex; input (Complex interaction)	Activation
STAM	SYNJ2	->	complex; input (Complex interaction)	Activation
STAM	TGFA	->	complex; input (Complex interaction)	Activation
STAT4	ZNF395	->	expression regulates	Activation
SUN2	SYNE1	->	complex; input (Complex interaction)	Activation
SYNJ1	SYT2	->	complex; input (Complex interaction)	Activation
SYNJ1	TGFA	->	complex; input (Complex interaction)	Activation
SYNJ2	SYT2	->	complex; input (Complex interaction)	Activation
SYNJ2	TGFA	->	complex; input (Complex interaction)	Activation
SYT2	UNC13B	->	complex; input (Complex interaction)	Activation
TCF4	TLE1	->	complex (Complex interaction)	Activation
TCF7L2	TCF7	->	expression regulated by (Swapped)	Activation
TCF7L2	TLE1	->	complex; input; reaction (Complex interaction)	Activation
TCF7L2	TLE3	->	complex; expression regulates; input; reaction	Activation
TCF7L2	TLE4	->	complex; input; reaction (Complex interaction)	Activation
TCF7L2	TNIK	->	complex; input (Complex interaction)	Activation
TCF7L2	ZMIZ1	->	expression regulates	Activation
TCF7L2	ZNF175	->	expression regulates	Activation
TCF7L2	ZNF703	->	expression regulates	Activation
TCF7L2	ZNF827	->	expression regulates	Activation
TLR4	TLR6	->	complex (Complex interaction)	Activation
TNFRSF1A	TNFAIP3	->	activate; activated by; catalyze; complex; inhibite; input (Swapped)	Activation
TNFAIP3	TNIP1	->	complex; input (Complex interaction)	Activation
TNFRSF1A	TNFRSF1B	->	input (Input/Compound interaction)	Activation
TNFRSF1A	TNIK	->	activate	Activation
TUBA1A	TUBB2A	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
TUBA1A	TUBB2B	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
VTN	VEGFA	->	activated by; complex; input (Swapped)	Activation
