Gene1	Gene2	Annotation	Direction	Score
SYNJ2	SYT2	complex; input	-	1.0
SYNJ2	TGFA	complex; input	-	1.0
SYT2	UNC13B	complex; input	-	1.0
TCF4	TLE1	complex	-	1.0
TCF7	TCF7L2	expression regulated by	<-	1.0
TCF7L2	TLE1	complex; input; reaction	-	1.0
TCF7L2	TLE3	complex; expression regulates; input; reaction	->	1.0
TCF7L2	TLE4	complex; input; reaction	-	1.0
TCF7L2	TNIK	complex; input	-	1.0
TCF7L2	ZMIZ1	expression regulates	->	1.0
TCF7L2	ZNF175	expression regulates	->	1.0
TCF7L2	ZNF703	expression regulates	->	1.0
TCF7L2	ZNF827	expression regulates	->	1.0
TGFB2	TGFB3	predicted	-	0.97
TLE1	TLE3	predicted	-	0.97
TLE1	TLE4	predicted	-	0.98
TLE3	TLE4	predicted	-	0.95
TLR1	TLR5	predicted	-	0.95
TLR1	TLR6	predicted	-	0.94
TLR4	TLR6	complex	-	1.0
TMEM120A	TMEM120B	predicted	-	0.91
TNFAIP3	TNFRSF1A	activate; activated by; catalyze; complex; inhibite; input	<-	1.0
TNFAIP3	TNFSF10	predicted	-	0.92
TNFAIP3	TNIP1	complex; input	-	1.0
TNFRSF11B	TNFSF10	predicted	-	0.94
TNFRSF1A	TNFRSF1B	input	-	1.0
TNFRSF1A	TNFSF10	predicted	-	0.93
TNFRSF1A	TNIK	activate	->	1.0
TNFRSF1A	TNIP1	predicted	-	0.91
TOX	TOX2	predicted	-	0.9
TUBA1A	TUBB2A	PPrel: binding/association; complex; input	-	1.0
TUBA1A	TUBB2B	PPrel: binding/association; complex; input	-	1.0
TUBB2A	TUBB2B	predicted	-	0.98
VEGFA	VTN	activated by; complex; input	<-	1.0
ZDHHC1	ZDHHC9	predicted	-	0.9
ZNF114	ZNF362	predicted	-	0.92
ZNF114	ZSCAN4	predicted	-	0.93
ZNF165	ZSCAN4	predicted	-	0.92
ZNF362	ZSCAN4	predicted	-	0.93
ZSCAN31	ZSCAN4	predicted	-	0.94
